Platform,Year,Genre,Publisher,Global Sales
1,15,4,1,High
15,11,8,7,High
5,21,1,4,High
2,19,12,7,High
6,9,1,17,High
1,16,4,14,High
8,24,4,2,High
10,15,8,7,High
19,24,8,7,High
22,6,8,7,High
5,24,1,1,High
2,19,1,7,High
16,7,8,7,High
12,25,9,7,High
2,20,2,9,High
1,15,5,1,High
22,4,8,7,High
5,22,4,20,High
17,26,5,2,High
8,8,9,20,High
1,18,3,151,High
3,21,1,11,High
17,26,1,10,High
7,18,1,10,High
3,22,2,1,High
22,11,8,7,High
6,8,1,37,High
6,11,2,2,High
19,26,10,7,High
6,11,11,17,High
6,10,8,8,High
4,19,5,7,High
1,19,3,2,High
5,20,4,35,High
2,19,4,7,High
3,19,1,8,High
1,17,2,1,High
2,19,1,29,High
15,9,7,7,High
7,22,4,11,High
21,2,12,7,High
3,22,1,8,High
8,22,11,2,High
3,19,6,4,High
3,26,2,1,High
6,11,7,8,High
14,28,2,1,High
5,23,1,15,High
6,12,1,12,High
1,15,7,23,High
6,12,2,2,High
4,20,9,7,High
1,14,1,1,High
5,23,7,20,High
6,8,1,17,High
4,19,3,2,High
16,3,1,7,High
11,14,1,7,High
4,21,2,9,High
12,25,1,7,High
19,27,5,7,High
14,26,1,8,High
5,19,3,2,High
1,16,2,1,High
20,1,8,2,High
1,18,2,1,High
1,14,1,2,High
6,12,4,65,High
14,27,1,8,High
3,26,5,2,High
1,17,1,8,High
19,24,3,7,High
4,22,3,4,High
1,13,2,2,High
1,18,2,5,High
5,18,4,10,High
21,1,6,7,High
1,17,7,1,High
3,18,5,8,High
23,3,8,9,High
1,17,4,14,High
5,25,2,1,High
5,26,5,2,High
20,1,5,12,High
5,20,4,20,High
17,27,5,20,High
19,25,8,7,High
3,21,1,17,High
3,23,1,4,High
10,13,3,3,High
1,16,1,5,High
7,18,8,8,High
8,7,11,2,High
12,23,1,7,High
1,17,2,1,High
1,15,3,8,High
14,28,5,8,High
3,19,7,8,High
5,23,1,4,High
3,21,10,11,High
5,23,2,1,High
21,1,1,151,High
21,1,7,7,High
6,9,1,106,High
1,14,2,1,High
14,26,1,4,High
8,9,5,23,High
16,7,8,7,High
1,18,2,1,High
4,23,1,7,High
16,4,10,11,High
4,19,3,10,High
17,27,4,35,High
8,19,4,2,High
5,22,4,35,High
1,19,1,8,High
5,19,7,20,High
1,17,2,5,High
6,8,3,8,High
1,12,10,3,High
14,26,5,4,High
15,9,5,7,High
14,26,3,114,High
21,1,2,7,High
3,20,4,35,High
2,19,12,7,High
5,21,5,1,High
1,17,3,3,High
4,21,2,1,High
14,26,1,4,High
22,6,8,7,High
1,15,2,2,High
3,25,1,4,High
12,26,4,7,High
3,18,7,8,High
8,23,4,35,High
1,17,10,3,High
21,1,4,65,High
3,22,2,8,High
14,27,2,10,High
1,16,2,5,High
2,19,3,7,High
6,7,3,8,High
22,4,1,7,High
2,21,4,7,High
4,19,3,7,High
12,23,9,7,High
14,27,1,15,High
4,23,2,9,High
5,20,1,2,High
6,8,1,37,High
7,19,8,8,High
4,25,3,4,High
8,14,9,1,High
4,19,8,7,High
6,13,1,1,High
14,27,4,3,High
6,11,1,17,High
6,12,8,8,High
1,16,2,1,High
22,10,11,7,High
3,25,5,1,High
2,19,9,1,High
2,21,3,7,High
1,14,2,2,High
7,17,7,10,High
15,10,8,7,High
1,14,5,8,High
4,20,3,2,High
3,25,7,8,High
1,13,8,8,High
15,11,9,7,High
3,21,2,1,High
1,19,2,5,High
14,25,5,2,High
1,17,1,11,High
14,28,5,4,High
1,16,5,29,High
8,6,5,37,High
1,13,7,1,High
2,19,9,19,High
11,13,1,7,High
1,17,5,29,High
6,12,10,6,High
6,9,8,151,High
1,18,1,10,High
1,14,1,8,High
6,9,1,17,High
1,13,5,1,High
1,17,1,17,High
5,25,5,1,High
5,22,2,1,High
6,12,1,6,High
6,11,8,8,High
5,20,5,1,High
2,21,2,9,High
5,21,1,11,High
16,8,8,7,High
5,22,1,4,High
21,1,1,7,High
5,21,1,17,High
2,18,3,7,High
17,27,5,1,High
5,22,5,1,High
2,20,3,2,High
17,26,1,4,High
3,24,5,4,High
12,25,4,11,High
5,21,5,10,High
1,14,10,3,High
14,25,5,1,High
3,23,8,8,High
6,10,1,10,High
16,6,4,43,High
1,16,1,2,High
22,2,7,7,High
1,14,2,1,High
6,12,3,8,High
5,20,1,15,High
14,27,1,5,High
2,21,1,7,High
6,10,10,21,High
15,12,1,7,High
2,20,12,7,High
6,10,6,6,High
5,25,1,4,High
2,18,3,7,High
1,14,5,1,High
1,14,8,8,High
4,24,3,7,High
1,17,1,29,High
1,13,5,10,High
1,15,1,1,High
14,27,1,4,High
17,26,5,2,High
1,15,1,2,High
4,20,3,7,High
7,21,7,8,High
12,27,1,11,High
6,7,10,8,High
17,27,2,1,High
3,23,6,10,High
14,27,2,1,High
12,26,4,7,High
6,11,5,1,High
21,1,2,7,High
16,7,10,7,High
6,12,10,6,High
7,19,4,14,High
7,20,1,8,High
16,7,4,65,High
5,22,3,50,High
1,15,1,12,High
19,27,8,7,High
3,22,4,35,High
2,20,3,7,High
1,13,9,114,High
2,20,6,16,High
11,13,9,7,High
2,20,1,15,High
2,17,8,9,High
3,24,5,11,High
17,26,5,20,High
1,19,2,1,High
6,12,1,2,High
6,10,7,1,High
15,11,7,7,High
2,18,3,7,High
3,19,4,4,High
21,2,4,65,High
3,22,6,8,High
5,22,4,1,High
5,26,2,1,High
1,14,10,12,High
1,13,2,1,High
21,1,2,3,High
5,24,5,10,High
12,25,1,7,High
22,6,8,7,High
8,14,9,1,High
5,24,4,1,High
5,20,1,2,High
5,24,5,4,High
4,22,8,16,High
5,20,1,6,High
6,7,8,4,High
3,21,5,8,High
9,14,1,4,High
21,1,10,7,High
1,14,2,6,High
17,27,5,20,High
5,24,2,10,High
1,19,10,12,High
14,26,1,15,High
16,5,5,7,High
8,12,3,1,High
1,14,2,5,High
1,13,1,11,High
12,27,9,7,High
3,22,5,1,High
8,26,9,1,High
8,23,4,1,High
1,15,8,9,High
2,20,8,7,High
1,14,1,17,High
5,21,10,11,High
15,8,7,7,High
1,15,5,8,High
1,17,10,6,High
3,21,1,8,High
10,13,12,12,High
5,19,4,20,High
4,18,12,7,High
4,19,9,19,High
10,14,8,7,High
14,25,2,1,High
17,26,5,1,High
1,16,3,9,High
5,20,2,9,High
1,15,2,5,High
3,24,7,1,High
1,13,2,8,High
1,16,5,2,High
4,23,2,30,High
6,11,5,8,High
2,19,9,4,High
6,10,7,24,High
17,25,5,2,High
5,24,2,1,High
9,14,4,4,High
3,23,10,15,High
16,2,7,7,High
15,9,8,7,High
8,8,11,37,High
4,23,1,2,High
3,27,2,1,High
3,22,1,4,High
5,19,5,10,High
5,21,2,1,High
3,22,5,1,High
1,14,10,6,High
11,14,5,7,High
10,15,1,6,High
8,6,6,151,High
3,22,7,1,High
2,19,9,4,High
1,15,10,6,High
5,20,1,29,High
2,18,8,7,High
6,9,2,8,High
3,23,5,8,High
6,10,8,8,High
1,13,10,6,High
16,4,4,65,High
6,8,10,46,High
8,23,5,1,High
1,13,2,1,High
2,21,12,7,High
12,23,4,7,High
1,15,8,8,High
14,26,1,8,High
1,15,8,8,High
3,21,10,3,High
1,15,9,1,High
4,19,8,9,High
5,23,1,6,High
20,1,5,12,High
16,4,3,7,High
14,25,1,4,High
15,12,11,7,High
21,1,1,7,High
5,23,6,10,High
5,18,5,2,High
10,14,1,7,High
1,13,1,37,High
14,27,10,15,High
15,10,3,7,High
5,23,2,1,High
1,18,1,29,High
5,22,2,1,High
2,22,12,7,High
5,22,2,1,High
1,16,7,1,High
12,26,4,69,High
3,21,7,1,High
3,23,4,14,High
23,4,10,151,High
1,17,5,2,High
5,20,3,2,High
6,10,5,1,High
9,16,4,20,High
2,18,1,16,High
1,15,1,4,High
4,24,1,2,High
7,18,5,1,High
21,1,8,7,High
15,8,1,7,High
5,19,1,29,High
1,12,7,10,High
7,18,10,8,High
5,21,11,20,High
3,21,1,8,High
1,16,2,9,High
4,19,2,7,High
5,22,5,1,High
5,21,2,1,High
5,23,2,10,High
2,20,9,7,High
1,14,1,1,High
4,22,8,7,High
23,2,1,9,High
3,20,2,1,High
3,19,8,8,High
1,16,2,1,High
7,21,8,8,High
14,25,5,8,High
5,21,1,10,High
7,19,4,11,High
1,18,10,6,High
1,16,8,8,High
2,22,3,7,High
5,21,4,1,High
1,19,2,1,High
11,13,8,9,High
21,1,4,65,High
3,24,2,1,High
11,15,4,7,High
4,20,2,5,High
5,20,2,1,High
1,13,7,21,High
15,12,1,7,High
4,19,3,18,High
21,1,4,11,High
3,25,1,14,High
5,18,4,2,High
1,20,2,5,High
15,11,3,7,High
3,23,1,6,High
9,15,1,10,High
4,22,1,15,High
1,14,10,18,High
3,20,5,8,High
5,20,7,16,High
6,10,1,17,High
3,24,2,10,High
5,25,2,10,High
11,14,3,7,High
4,22,3,6,High
3,20,7,10,High
16,4,4,43,High
6,9,4,43,High
6,8,7,8,High
5,23,5,20,High
7,18,7,1,High
1,15,9,1,High
8,9,6,151,High
5,20,5,4,High
23,10,8,9,High
21,1,2,7,High
3,22,2,5,High
1,15,10,12,High
1,13,7,8,High
6,10,1,11,High
17,26,3,20,High
1,19,7,1,High
17,27,2,1,High
6,8,12,151,High
21,1,10,7,High
8,9,11,1,High
14,27,7,1,High
5,22,2,19,High
8,6,3,106,High
3,25,1,15,High
5,23,1,26,High
1,17,3,151,High
3,19,1,29,High
5,23,3,20,High
15,10,10,6,High
14,27,1,8,High
14,26,2,10,High
3,22,2,1,High
1,13,3,5,High
5,19,2,1,High
8,16,5,23,High
1,16,1,6,High
1,16,2,2,High
3,21,2,1,High
5,23,2,20,High
22,7,8,7,High
2,22,1,15,High
22,8,8,7,High
22,10,4,17,High
5,20,7,10,High
4,25,8,2,High
1,19,10,6,High
4,20,2,4,High
1,13,1,11,High
5,22,9,1,High
12,27,1,7,High
17,27,2,10,High
4,22,3,4,High
15,12,2,7,High
6,9,1,10,High
1,16,5,1,High
2,16,12,7,High
6,11,7,1,High
16,7,4,43,High
6,10,2,122,High
5,25,1,15,High
8,24,1,151,High
2,20,4,7,High
3,23,1,26,High
8,9,1,17,High
3,25,1,8,High
9,16,7,1,High
3,21,2,5,High
4,26,3,4,High
12,27,1,69,High
21,1,8,7,High
1,20,2,1,High
3,20,1,29,High
3,24,5,10,High
6,9,7,24,High
12,24,4,7,High
3,21,3,9,High
4,18,3,9,High
10,14,8,7,High
10,13,8,7,High
3,19,3,2,High
4,19,1,11,High
13,26,3,114,High
1,14,6,11,High
6,9,2,151,High
11,16,4,7,High
3,23,2,1,High
4,21,4,7,High
7,20,10,14,High
10,13,8,9,High
10,13,8,23,High
21,2,1,5,High
2,20,1,2,High
1,21,9,5,High
19,25,8,7,High
1,15,1,4,High
2,21,12,15,High
22,10,6,7,High
5,22,7,1,High
5,22,5,10,High
17,25,1,4,High
1,18,1,11,High
5,20,3,1,High
20,1,1,151,High
5,19,3,2,High
22,12,8,7,High
21,1,2,3,High
4,20,8,9,High
2,19,12,16,High
3,23,1,5,High
5,18,1,6,High
9,15,4,2,High
22,4,3,7,High
22,12,8,7,High
3,24,1,14,High
22,12,4,5,High
1,14,7,6,High
17,25,7,20,High
5,25,2,1,High
2,18,4,7,High
10,15,4,7,High
5,22,4,14,High
15,10,9,7,High
21,1,2,7,High
8,13,9,1,High
4,21,2,4,High
6,12,5,8,High
14,27,5,4,High
21,1,2,7,High
17,26,2,1,High
7,19,5,2,High
16,8,4,7,High
21,1,3,7,High
21,1,7,7,High
8,4,9,151,High
20,1,5,151,High
1,16,9,5,High
2,18,12,7,High
10,15,4,43,High
14,28,1,4,High
2,22,1,16,High
2,18,4,14,High
4,22,8,7,High
9,13,7,20,High
22,1,2,7,High
3,23,2,10,High
3,21,5,10,High
15,12,2,2,High
3,20,2,5,High
1,14,7,1,High
4,22,2,7,High
1,15,1,13,High
5,23,10,15,High
6,10,4,43,High
1,14,8,6,High
9,14,1,20,High
7,17,7,1,High
5,23,5,151,High
1,17,1,11,High
6,9,2,86,High
5,18,1,11,High
1,15,1,6,High
5,22,1,10,High
4,21,3,63,High
2,18,9,1,High
14,27,5,1,High
7,22,1,5,High
8,22,4,2,High
1,14,12,6,High
3,20,7,1,High
4,19,9,5,High
11,15,3,7,High
3,22,1,10,High
8,10,11,1,High
8,6,11,2,High
3,22,2,1,High
6,14,5,10,High
7,22,4,14,High
5,21,10,6,High
3,23,4,3,High
10,13,11,5,High
5,19,7,1,High
3,22,9,1,High
5,22,1,4,High
10,17,4,7,High
10,16,1,6,High
6,10,7,3,High
1,15,10,3,High
12,25,4,7,High
3,19,7,1,High
2,20,3,10,High
3,25,2,10,High
2,17,4,7,High
11,14,3,40,High
3,25,4,2,High
23,4,2,151,High
5,19,7,20,High
2,21,4,14,High
5,23,3,20,High
4,20,3,4,High
1,18,5,8,High
1,17,1,4,High
10,15,8,7,High
3,23,1,1,High
14,26,2,1,High
15,10,2,7,High
5,23,3,4,High
1,15,2,1,High
3,20,1,1,High
5,17,5,2,High
5,26,2,1,High
5,24,7,20,High
2,19,12,18,High
17,28,5,4,High
3,25,1,15,High
12,24,4,7,High
14,26,7,8,High
16,5,10,7,High
3,20,10,18,High
6,9,1,2,High
22,1,2,7,High
10,14,1,1,High
6,14,1,1,High
16,3,9,7,High
17,25,5,1,High
5,24,5,11,High
14,26,4,1,High
2,22,8,9,High
1,14,8,81,High
4,20,5,2,High
1,15,1,11,High
3,20,7,1,High
20,1,1,12,High
5,25,5,10,High
7,16,2,8,High
21,1,7,7,High
21,1,2,7,High
2,18,8,7,High
5,18,5,4,High
5,26,5,2,High
1,15,7,23,High
9,17,1,10,High
8,6,5,29,High
1,15,2,1,High
1,15,10,1,High
5,20,2,1,High
8,11,3,16,High
6,13,6,6,High
22,1,12,7,High
1,16,10,12,High
6,9,7,8,High
1,14,5,4,High
1,16,4,2,High
5,25,1,15,High
3,20,3,2,High
16,5,10,21,High
18,7,10,9,High
22,10,12,7,High
5,20,10,18,High
3,26,1,4,High
4,20,2,7,High
5,25,1,14,High
22,13,1,7,High
5,21,7,1,High
4,20,3,1,High
1,13,5,6,High
8,15,9,1,High
1,16,7,6,High
6,8,3,8,High
4,21,3,16,High
15,12,3,7,High
4,20,1,29,High
4,20,3,18,High
14,27,5,2,High
4,23,1,29,High
11,13,9,29,High
3,24,5,10,High
14,25,7,1,High
3,20,2,1,High
12,25,4,7,High
3,21,8,8,High
6,11,4,5,High
1,16,10,18,High
6,11,2,8,High
1,17,5,1,High
6,10,10,6,High
1,19,3,16,High
11,14,6,7,High
6,10,2,1,High
1,13,1,6,High
12,25,8,7,High
22,13,6,7,High
9,17,2,1,High
1,16,8,2,High
6,11,4,8,High
15,9,8,21,High
1,16,3,8,High
14,26,8,8,High
1,13,2,1,High
2,21,1,16,High
6,11,4,43,High
4,22,1,2,High
12,25,3,7,High
1,16,8,8,High
4,19,3,4,High
10,16,4,14,High
21,1,1,7,High
3,23,1,8,High
3,21,4,3,High
1,17,2,1,High
15,10,9,7,High
10,17,3,6,High
8,24,4,2,High
6,8,7,8,High
14,27,1,14,High
16,5,4,43,High
5,19,5,1,High
6,7,9,8,High
12,26,8,7,High
23,6,8,9,High
1,13,3,3,High
8,13,9,1,High
4,19,5,7,High
2,22,4,7,High
14,26,1,35,High
1,15,9,5,High
23,12,7,9,High
1,14,10,9,High
1,16,8,8,High
1,20,3,2,High
10,14,8,9,High
5,18,2,1,High
3,22,1,10,High
6,11,2,122,High
3,27,5,2,High
16,6,8,37,High
3,25,6,8,High
5,24,1,20,High
1,15,7,10,High
2,18,4,14,High
6,13,1,6,High
1,16,1,8,High
12,23,12,7,High
3,22,1,14,High
3,24,4,11,High
19,25,1,7,High
1,17,1,23,High
4,19,3,16,High
19,25,3,7,High
3,25,2,1,High
16,3,4,151,High
15,12,8,7,High
9,13,10,20,High
3,21,10,6,High
22,3,6,7,High
6,10,10,21,High
1,16,8,6,High
10,13,4,7,High
23,6,8,9,High
21,1,8,7,High
1,16,10,1,High
9,14,5,4,High
1,14,1,10,High
3,25,5,10,High
5,24,1,14,High
10,19,1,6,High
5,27,5,2,High
1,16,9,1,High
3,19,2,1,High
1,13,9,2,High
6,10,2,1,High
3,25,4,14,High
9,16,5,2,High
1,13,2,5,High
5,19,5,20,High
21,3,12,7,High
16,5,8,11,High
21,5,8,7,High
2,21,9,19,High
1,20,9,5,High
10,16,3,6,High
6,11,6,29,High
1,14,4,3,High
3,23,5,151,High
4,21,3,50,High
17,27,7,20,High
4,22,8,9,High
15,8,7,7,High
6,10,2,1,High
14,26,4,2,High
13,23,5,8,High
3,26,5,2,High
1,13,2,1,High
14,28,5,2,High
6,10,1,122,High
22,13,1,1,High
4,25,1,16,High
10,14,8,81,High
5,24,1,35,High
1,15,1,10,High
14,27,5,8,High
14,27,4,35,High
1,20,5,2,High
2,20,9,4,High
8,23,5,2,High
9,16,2,1,High
1,15,4,4,High
8,22,9,1,High
4,21,12,15,High
6,10,8,2,High
2,19,3,63,High
1,16,9,114,High
9,15,7,1,High
2,18,3,7,High
10,13,12,6,High
4,21,2,67,High
14,26,7,4,High
1,21,2,1,High
4,20,2,3,High
2,19,12,7,High
4,23,8,7,High
16,5,12,33,High
2,19,1,22,High
1,18,2,1,High
1,17,5,8,High
17,26,2,10,High
3,20,1,6,High
5,25,1,26,High
6,11,3,8,High
3,21,4,1,High
5,27,2,1,High
15,9,10,6,High
6,10,10,6,High
10,13,1,1,High
5,20,7,1,High
10,14,4,40,High
8,22,11,10,High
11,17,1,11,High
13,24,1,2,High
7,19,5,29,High
1,18,3,84,High
6,9,2,8,High
5,24,1,15,High
22,4,12,7,High
6,9,5,3,High
8,15,9,1,High
4,20,1,29,High
4,19,9,1,High
10,14,1,7,High
4,20,2,4,High
1,15,2,1,High
4,20,2,6,High
6,12,2,1,High
3,18,10,1,High
14,25,8,114,High
9,17,5,2,High
21,1,8,11,High
6,13,2,2,High
10,13,6,6,High
8,25,11,2,High
9,15,7,20,High
1,13,7,18,High
1,15,2,1,High
1,15,8,6,High
14,27,1,15,High
3,19,1,8,High
23,4,10,9,High
1,12,2,1,High
5,24,5,10,High
1,16,2,18,High
5,18,7,1,High
1,14,2,1,High
1,17,10,12,High
20,1,12,12,High
11,16,3,7,High
16,3,5,7,High
4,23,3,3,High
1,16,4,65,High
5,20,5,1,High
2,19,4,14,High
10,16,8,7,High
4,23,1,16,High
20,1,12,12,High
6,11,5,151,High
21,1,1,11,High
1,14,2,1,High
1,17,2,1,High
1,16,1,4,High
5,22,9,20,High
14,27,6,114,High
9,16,2,9,High
5,18,9,20,High
11,13,11,7,High
3,23,8,9,High
1,15,2,1,High
6,11,8,8,High
5,26,2,10,High
1,16,2,1,High
5,22,1,14,High
1,17,2,2,High
5,23,5,35,High
2,18,2,7,High
11,15,7,7,High
6,10,7,1,High
4,18,4,7,High
1,16,2,1,High
5,25,5,20,High
22,1,2,7,High
22,10,11,5,High
11,17,2,7,High
1,17,3,8,High
2,19,1,6,High
17,26,5,4,High
4,20,9,5,High
2,23,3,2,High
1,17,1,10,High
5,20,1,4,High
15,10,7,151,High
20,1,5,2,High
6,11,1,5,High
2,20,4,14,High
14,28,1,151,High
11,15,8,9,High
1,16,2,52,High
8,8,4,2,High
11,18,1,7,High
6,8,10,8,High
3,20,1,11,High
20,1,8,12,High
3,19,2,5,High
5,20,10,4,High
5,22,1,15,High
6,11,7,1,High
14,26,5,35,High
4,20,2,10,High
2,20,3,2,High
2,20,9,1,High
6,12,3,8,High
5,24,7,1,High
4,21,3,2,High
2,20,3,16,High
12,24,1,14,High
2,19,1,16,High
2,21,4,7,High
10,14,8,23,High
1,21,2,5,High
1,13,2,1,High
1,14,5,151,High
11,17,3,7,High
3,24,2,5,High
1,12,7,10,High
1,18,10,1,High
21,1,8,7,High
6,7,1,8,High
14,28,4,3,High
16,2,1,11,High
22,13,4,65,High
10,15,3,7,High
14,25,1,15,High
5,22,1,10,High
3,24,1,35,High
1,14,7,12,High
9,15,5,4,High
4,20,2,12,High
3,22,5,10,High
15,12,1,1,High
6,13,1,2,High
17,26,1,4,High
3,22,1,29,High
3,23,4,3,High
8,11,11,151,High
2,23,11,15,High
19,27,3,7,High
17,25,1,20,High
4,19,1,11,High
12,27,4,7,High
1,12,4,8,High
8,15,11,2,High
5,18,5,4,High
2,20,6,16,High
1,17,2,1,High
6,8,5,151,High
8,24,5,2,High
3,21,10,1,High
4,20,9,1,High
2,19,1,1,High
16,6,10,21,High
6,10,2,122,High
4,21,5,2,High
17,28,2,1,High
11,15,2,7,High
6,9,2,1,High
19,26,8,7,High
5,23,5,1,High
7,19,7,9,High
6,9,10,1,High
1,14,2,1,High
6,8,7,1,High
21,1,7,7,High
21,1,5,3,High
6,10,7,1,High
6,10,2,1,High
3,22,1,10,High
3,18,5,2,High
11,14,12,12,High
1,14,1,3,High
17,26,2,1,High
4,22,7,9,High
5,23,1,29,High
8,23,2,9,High
12,25,4,129,High
21,1,1,11,High
6,13,10,1,High
6,9,2,1,High
1,19,1,1,High
6,9,3,106,High
11,15,10,3,High
3,23,5,8,High
1,12,7,34,High
8,22,4,14,High
6,10,2,18,High
1,14,5,6,High
2,22,12,15,High
1,12,2,1,High
15,12,10,6,High
21,1,8,7,High
23,5,8,9,High
21,1,8,32,High
5,22,1,11,High
3,20,3,50,High
6,10,1,3,High
4,21,3,16,High
11,15,4,7,High
9,14,5,1,High
1,20,2,1,High
2,20,6,6,High
15,12,8,7,High
1,18,3,8,High
5,20,1,2,High
4,22,9,1,High
4,21,2,7,High
2,18,6,6,High
1,18,5,14,High
21,2,2,7,High
15,11,10,6,High
22,9,8,7,High
3,23,4,1,High
1,17,2,10,High
1,16,10,1,High
9,16,1,4,High
2,19,9,4,High
13,24,1,4,High
3,20,10,4,High
15,11,1,7,High
10,15,8,6,High
5,18,10,1,High
3,25,1,5,High
2,20,4,14,High
5,22,1,29,High
4,20,5,9,High
2,19,6,16,High
13,24,8,8,High
6,10,4,43,High
10,16,8,6,High
5,24,5,4,High
5,20,5,1,High
1,15,3,18,High
2,20,8,6,High
5,23,5,6,High
11,13,12,12,High
20,1,8,151,High
6,10,10,46,High
11,17,2,7,High
3,24,4,1,High
4,24,1,15,High
3,24,1,1,High
6,10,10,6,High
7,18,10,9,High
12,25,8,7,High
1,16,1,11,High
5,25,4,2,High
17,27,1,15,High
3,20,5,10,High
1,16,5,10,High
8,23,11,4,High
1,15,1,11,High
4,19,3,1,High
22,8,9,3,High
21,1,3,7,High
16,5,10,3,High
22,9,9,3,High
15,11,3,3,High
4,20,12,1,High
2,22,4,14,High
1,17,2,2,High
2,19,3,4,High
2,19,3,31,High
1,19,3,8,High
7,18,7,9,High
8,25,9,1,High
16,8,8,7,High
3,26,5,4,High
5,19,10,6,High
5,22,7,20,High
4,18,3,4,High
3,25,7,1,High
1,16,2,1,High
3,23,5,1,High
1,14,2,1,High
6,11,1,106,High
5,25,1,16,High
4,21,1,2,High
5,21,3,9,High
4,20,2,1,High
22,1,8,11,High
10,16,8,7,High
6,11,2,1,High
12,25,4,14,High
1,14,2,2,High
3,22,10,6,High
1,17,2,1,High
10,16,1,7,High
1,16,2,1,High
5,23,8,9,High
16,6,1,7,High
21,1,2,3,High
5,20,1,1,High
11,14,1,11,High
2,21,4,7,High
14,26,1,14,High
7,18,1,29,High
4,22,1,16,High
5,21,10,1,High
11,17,1,17,High
5,25,10,15,High
3,26,2,1,High
23,6,8,37,High
7,16,7,8,High
4,22,1,7,High
6,11,10,1,High
1,15,7,8,High
1,13,7,8,High
1,16,7,1,High
4,22,5,2,High
9,14,1,2,High
1,20,7,1,High
6,8,2,8,High
3,20,1,4,High
10,16,8,6,High
21,2,4,43,High
8,25,5,1,High
1,14,7,24,High
6,13,2,1,High
14,28,5,35,High
2,19,4,14,High
2,21,1,2,High
3,23,5,14,High
16,6,2,21,High
21,3,1,5,High
1,17,1,13,High
4,19,1,16,High
3,24,1,6,High
5,23,5,14,High
9,15,1,2,High
7,17,9,1,High
15,12,4,7,High
12,24,4,7,High
5,26,5,1,High
6,10,5,10,High
13,24,4,36,High
3,22,1,11,High
4,21,3,1,High
4,19,6,16,High
